"NOMBRE_ERROR"|"DEPARTAMENTO"|"MUNICIPIO"|"A01"|"IdIntegrante"|"TIPO"|"CAPITULO"|"FECHA_ARCHIVO"|"FECHA_VALIDACION"
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"FONSECA"|20559331|4061134|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"FONSECA"|20559331|4061135|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"GIGANTE"|20562530|4073001|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"GIGANTE"|20562558|4073092|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CHOCÓ"|"QUIBDÓ"|20566378|4087112|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CUNDINAMARCA"|"SOACHA"|20567517|4091265|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"NEIVA"|20569020|4096494|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"NEIVA"|20571148|4104100|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"PUEBLOVIEJO"|20571645|4105817|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"PUEBLOVIEJO"|20571645|4105818|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CHOCÓ"|"ISTMINA"|20571803|4106434|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"CAMPOALEGRE"|20574004|4114615|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"LA ARGENTINA"|20575165|4118743|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"SAN ZENÓN"|20575520|4120012|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"URIBIA"|20576835|4124809|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"SANTA MARTA"|20577076|4125762|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"GIGANTE"|20578113|4129442|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CHOCÓ"|"ATRATO"|20579319|4133635|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"CHIVOLO"|20580165|4136560|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"CHIVOLO"|20582238|4144543|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"EL BANCO"|20587210|4163500|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"EL BANCO"|20587210|4163502|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"ZAPAYÁN"|20587753|4165802|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"ZONA BANANERA"|20588870|4170089|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CHOCÓ"|"MEDIO ATRATO"|20589633|4173015|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CHOCÓ"|"RÍO IRÓ"|20590276|4175481|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"PALERMO"|20590939|4177841|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"PALERMO"|20590939|4177843|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CÓRDOBA"|"LORICA"|20591699|4180409|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CHOCÓ"|"CONDOTO"|20594783|4191600|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"FUNDACIÓN"|20595541|4194395|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"PITAL"|20595871|4195590|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"RIVERA"|20596928|4199612|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CUNDINAMARCA"|"NIMAIMA"|20599034|4207571|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CÓRDOBA"|"TUCHÍN"|20602305|4220197|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"META"|"GRANADA"|20604203|4227279|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CUNDINAMARCA"|"MADRID"|20604799|4229517|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"NEIVA"|20606882|4237405|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"GUAMAL"|20608426|4243079|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"CHOCÓ"|"RÍO IRÓ"|20609805|4248272|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"NUEVA GRANADA"|20610351|4250312|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"AGRADO"|20610962|4252621|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"AGRADO"|20610972|4252661|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"EL BANCO"|20611147|4253334|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"META"|"VILLAVICENCIO"|20611318|4254011|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"META"|"VILLAVICENCIO"|20611318|4254012|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"FUNDACIÓN"|20611473|4254571|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"FUNDACIÓN"|20611473|4254574|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"BARRANCAS"|20613069|4260339|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"OPORAPA"|20617973|4278280|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"META"|"CABUYARO"|20618359|4279681|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"HUILA"|"PAICOL"|20618458|4280017|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"URIBIA"|20620727|4287866|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"MANAURE"|20621231|4289569|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"MAICAO"|20621533|4290592|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"META"|"GRANADA"|20625453|4304330|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"URIBIA"|20628811|4315869|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"ARIGUANÍ"|20633446|4331371|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"NARIÑO"|"PASTO"|20641077|4358595|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"NARIÑO"|"ANCUYÁ"|20642177|4362386|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"MAGDALENA"|"SANTA MARTA"|20642602|4363917|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"BARRANCAS"|20643034|4365400|"Valor admisible"|"C"|2021-09-30|2021-10-07
"CODIGO_MUNICIPIO_DANE"|"LA GUAJIRA"|"RIOHACHA"|20643212|4366048|"Valor admisible"|"C"|2021-09-30|2021-10-07
